Study Id,Subject Id,Organ,Compartment,Species,Gender,Dose,Molecule,Molecular Weight,Time,Time unit,Measurement,Measurement unit,Error,LLOQ,Route,Group Id,Population,Weight [kg],Height [cm],Age [year(s)],subject Id2
Pasquiers 2023 Fig 3a,.,Venous Blood,Plasma,NHP,.,4,Bevacizumab,150000,0,hr,120.59,ug/mL,.,.,IV,.,.,5,45,.,38
Pasquiers 2023 Fig 3a,.,Venous Blood,Plasma,NHP,.,4,Bevacizumab,150000,3,hr,94.91,ug/mL,.,.,IV,.,.,5,45,.,38
Pasquiers 2023 Fig 3a,.,Venous Blood,Plasma,NHP,.,4,Bevacizumab,150000,5.02,hr,78.64,ug/mL,.,.,IV,.,.,5,45,.,38
Pasquiers 2023 Fig 3a,.,Venous Blood,Plasma,NHP,.,4,Bevacizumab,150000,12.55,hr,67.42,ug/mL,.,.,IV,.,.,5,45,.,38
Pasquiers 2023 Fig 3a,.,Venous Blood,Plasma,NHP,.,4,Bevacizumab,150000,22.58,hr,60.84,ug/mL,.,.,IV,.,.,5,45,.,38
Pasquiers 2023 Fig 3a,.,Venous Blood,Plasma,NHP,.,4,Bevacizumab,150000,35.13,hr,53.97,ug/mL,.,.,IV,.,.,5,45,.,38
Pasquiers 2023 Fig 3a,.,Venous Blood,Plasma,NHP,.,4,Bevacizumab,150000,47.68,hr,48.7,ug/mL,.,.,IV,.,.,5,45,.,38
Pasquiers 2023 Fig 3a,.,Venous Blood,Plasma,NHP,.,4,Bevacizumab,150000,65.24,hr,44.71,ug/mL,.,.,IV,.,.,5,45,.,38
Pasquiers 2023 Fig 3a,.,Venous Blood,Plasma,NHP,.,4,Bevacizumab,150000,72.77,hr,41.75,ug/mL,.,.,IV,.,.,5,45,.,38
Pasquiers 2023 Fig 3a,.,Venous Blood,Plasma,NHP,.,4,Bevacizumab,150000,85.32,hr,40.34,ug/mL,.,.,IV,.,.,5,45,.,38
Pasquiers 2023 Fig 3a,.,Venous Blood,Plasma,NHP,.,4,Bevacizumab,150000,97.87,hr,37.67,ug/mL,.,.,IV,.,.,5,45,.,38
Pasquiers 2023 Fig 3a,.,Venous Blood,Plasma,NHP,.,4,Bevacizumab,150000,107.9,hr,35.18,ug/mL,.,.,IV,.,.,5,45,.,38
Pasquiers 2023 Fig 3a,.,Venous Blood,Plasma,NHP,.,4,Bevacizumab,150000,115.43,hr,33.99,ug/mL,.,.,IV,.,.,5,45,.,38
Pasquiers 2023 Fig 3a,.,Venous Blood,Plasma,NHP,.,4,Bevacizumab,150000,130.49,hr,31.2,ug/mL,.,.,IV,.,.,5,45,.,38
Pasquiers 2023 Fig 3a,.,Venous Blood,Plasma,NHP,.,4,Bevacizumab,150000,150.56,hr,29.64,ug/mL,.,.,IV,.,.,5,45,.,38
Pasquiers 2023 Fig 3a,.,Venous Blood,Plasma,NHP,.,4,Bevacizumab,150000,165.62,hr,28.15,ug/mL,.,.,IV,.,.,5,45,.,38
Pasquiers 2023 Fig 3a,.,Venous Blood,Plasma,NHP,.,4,Bevacizumab,150000,178.17,hr,27.2,ug/mL,.,.,IV,.,.,5,45,.,38
Pasquiers 2023 Fig 3a,.,Venous Blood,Plasma,NHP,.,4,Bevacizumab,150000,240.9,hr,26.73,ug/mL,.,.,IV,.,.,5,45,.,38
Pasquiers 2023 Fig 3a,.,Venous Blood,Plasma,NHP,.,4,Bevacizumab,150000,341.28,hr,20.31,ug/mL,.,.,IV,.,.,5,45,.,38
Pasquiers 2023 Fig 3a,.,Venous Blood,Plasma,NHP,.,4,Bevacizumab,150000,414.05,hr,16.53,ug/mL,.,.,IV,.,.,5,45,.,38
Pasquiers 2023 Fig 3a,.,Venous Blood,Plasma,NHP,.,4,Bevacizumab,150000,501.88,hr,11.94,ug/mL,.,.,IV,.,.,5,45,.,38
Pasquiers 2023 Fig 3a,.,Venous Blood,Plasma,NHP,.,4,Bevacizumab,150000,672.52,hr,7.64,ug/mL,.,.,IV,.,.,5,45,.,38
Pasquiers 2023 Fig 3a,.,Venous Blood,Plasma,NHP,.,4,Bevacizumab,150000,840.65,hr,6.01,ug/mL,.,.,IV,.,.,5,45,.,38
Pasquiers 2023 Fig 3a,.,Venous Blood,Plasma,NHP,.,4,Bevacizumab,150000,1008.78,hr,3.59,ug/mL,.,.,IV,.,.,5,45,.,38
Pasquiers 2023 Fig 3a,.,Venous Blood,Plasma,NHP,.,4,Bevacizumab,150000,1179.42,hr,2.18,ug/mL,.,.,IV,.,.,5,45,.,38
Pasquiers 2023 Fig 3a,.,Venous Blood,Plasma,NHP,.,4,Bevacizumab,150000,1342.53,hr,1.28,ug/mL,.,.,IV,.,.,5,45,.,38
Pasquiers 2023 Fig 3a,.,Venous Blood,Plasma,NHP,.,4,Bevacizumab,150000,1513.17,hr,0.64,ug/mL,.,.,IV,.,.,5,45,.,38
Pasquiers 2023 Fig 3a,.,Venous Blood,Plasma,NHP,.,4,Bevacizumab,150000,1683.81,hr,0.39,ug/mL,.,.,IV,.,.,5,45,.,38
Pasquiers 2023 Fig 3a,.,Venous Blood,Plasma,NHP,.,4,Bevacizumab,150000,1851.94,hr,0.2,ug/mL,.,.,IV,.,.,5,45,.,38
Pasquiers 2023 Fig 3a,.,Venous Blood,Plasma,NHP,.,4,Bevacizumab,150000,2138.02,hr,0.1,ug/mL,.,.,IV,.,.,5,45,.,38
Tajiri 2024 Fig 1,.,Venous Blood,Plasma,NHP,.,5,Bevacizumab,149000,0.48,hr,100,ug/mL,.,.,IV,.,.,0.35,.,.,68
Tajiri 2024 Fig 1,.,Venous Blood,Plasma,NHP,.,5,Bevacizumab,149000,3.36,hr,88.07,ug/mL,.,.,IV,.,.,0.35,.,.,68
Tajiri 2024 Fig 1,.,Venous Blood,Plasma,NHP,.,5,Bevacizumab,149000,8.88,hr,73.97,ug/mL,.,.,IV,.,.,0.35,.,.,68
Tajiri 2024 Fig 1,.,Venous Blood,Plasma,NHP,.,5,Bevacizumab,149000,26.88,hr,50.54,ug/mL,.,.,IV,.,.,0.35,.,.,68
Tajiri 2024 Fig 1,.,Venous Blood,Plasma,NHP,.,5,Bevacizumab,149000,49.2,hr,39.22,ug/mL,.,.,IV,.,.,0.35,.,.,68
Tajiri 2024 Fig 1,.,Venous Blood,Plasma,NHP,.,5,Bevacizumab,149000,97.68,hr,25.97,ug/mL,.,.,IV,.,.,0.35,.,.,68
Tajiri 2024 Fig 1,.,Venous Blood,Plasma,NHP,.,5,Bevacizumab,149000,169.92,hr,16.41,ug/mL,.,.,IV,.,.,0.35,.,.,68
Tajiri 2024 Fig 1,.,Venous Blood,Plasma,NHP,.,5,Bevacizumab,149000,264.24,hr,7.55,ug/mL,.,.,IV,.,.,0.35,.,.,68
Tajiri 2024 Fig 1,.,Venous Blood,Plasma,NHP,.,5,Bevacizumab,149000,384.96,hr,3.21,ug/mL,.,.,IV,.,.,0.35,.,.,68
Tajiri 2024 Fig 1,.,Venous Blood,Plasma,NHP,.,5,Canakinumab,145157,3.6,hr,128.93,ug/mL,.,.,IV,.,.,0.35,.,.,69
Tajiri 2024 Fig 1,.,Venous Blood,Plasma,NHP,.,5,Canakinumab,145157,9.12,hr,96.89,ug/mL,.,.,IV,.,.,0.35,.,.,69
Tajiri 2024 Fig 1,.,Venous Blood,Plasma,NHP,.,5,Canakinumab,145157,21.36,hr,75.17,ug/mL,.,.,IV,.,.,0.35,.,.,69
Tajiri 2024 Fig 1,.,Venous Blood,Plasma,NHP,.,5,Canakinumab,145157,50.64,hr,57.41,ug/mL,.,.,IV,.,.,0.35,.,.,69
Tajiri 2024 Fig 1,.,Venous Blood,Plasma,NHP,.,5,Canakinumab,145157,71.28,hr,41.14,ug/mL,.,.,IV,.,.,0.35,.,.,69
Tajiri 2024 Fig 1,.,Venous Blood,Plasma,NHP,.,5,Canakinumab,145157,95.04,hr,35.68,ug/mL,.,.,IV,.,.,0.35,.,.,69
Tajiri 2024 Fig 1,.,Venous Blood,Plasma,NHP,.,5,Canakinumab,145157,120,hr,31.44,ug/mL,.,.,IV,.,.,0.35,.,.,69
Tajiri 2024 Fig 1,.,Venous Blood,Plasma,NHP,.,5,Canakinumab,145157,192.24,hr,17.49,ug/mL,.,.,IV,.,.,0.35,.,.,69
Tajiri 2024 Fig 1,.,Venous Blood,Plasma,NHP,.,5,Canakinumab,145157,263.04,hr,11.96,ug/mL,.,.,IV,.,.,0.35,.,.,69
Tajiri 2024 Fig 1,.,Venous Blood,Plasma,NHP,.,5,Canakinumab,145157,333.84,hr,6.98,ug/mL,.,.,IV,.,.,0.35,.,.,69
Tajiri 2024 Fig 1,.,Venous Blood,Plasma,NHP,.,5,Canakinumab,145157,503.28,hr,2.23,ug/mL,.,.,IV,.,.,0.35,.,.,69
Tajiri 2024 Fig 1,.,Venous Blood,Plasma,NHP,.,5,Canakinumab,145157,669.84,hr,0.93,ug/mL,.,.,IV,.,.,0.35,.,.,69
Tajiri 2024 Fig 1,.,Venous Blood,Plasma,NHP,.,5,Canakinumab,145157,937.92,hr,0.16,ug/mL,.,.,IV,.,.,0.35,.,.,69
Bauer 1999 Fig 4,.,Venous Blood,Plasma,NHP,.,8,Efalizumab,150000,1.92,hr,154.53,ug/mL,.,.,IV,.,.,5,45,.,59
Bauer 1999 Fig 4,.,Venous Blood,Plasma,NHP,.,8,Efalizumab,150000,5.52,hr,116.7,ug/mL,.,.,IV,.,.,5,45,.,59
Bauer 1999 Fig 4,.,Venous Blood,Plasma,NHP,.,8,Efalizumab,150000,11.28,hr,101.41,ug/mL,.,.,IV,.,.,5,45,.,59
Bauer 1999 Fig 4,.,Venous Blood,Plasma,NHP,.,8,Efalizumab,150000,24.24,hr,70.4,ug/mL,.,.,IV,.,.,5,45,.,59
Bauer 1999 Fig 4,.,Venous Blood,Plasma,NHP,.,8,Efalizumab,150000,24.24,hr,58.65,ug/mL,.,.,IV,.,.,5,45,.,59
Bauer 1999 Fig 4,.,Venous Blood,Plasma,NHP,.,8,Efalizumab,150000,52.08,hr,59.48,ug/mL,.,.,IV,.,.,5,45,.,59
Bauer 1999 Fig 4,.,Venous Blood,Plasma,NHP,.,8,Efalizumab,150000,96.96,hr,50.26,ug/mL,.,.,IV,.,.,5,45,.,59
Bauer 1999 Fig 4,.,Venous Blood,Plasma,NHP,.,8,Efalizumab,150000,98.88,hr,43.68,ug/mL,.,.,IV,.,.,5,45,.,59
Bauer 1999 Fig 4,.,Venous Blood,Plasma,NHP,.,8,Efalizumab,150000,143.52,hr,41.87,ug/mL,.,.,IV,.,.,5,45,.,59
Bauer 1999 Fig 4,.,Venous Blood,Plasma,NHP,.,8,Efalizumab,150000,147.36,hr,37.43,ug/mL,.,.,IV,.,.,5,45,.,59
Bauer 1999 Fig 4,.,Venous Blood,Plasma,NHP,.,8,Efalizumab,150000,218.16,hr,35.88,ug/mL,.,.,IV,.,.,5,45,.,59
Bauer 1999 Fig 4,.,Venous Blood,Plasma,NHP,.,8,Efalizumab,150000,218.16,hr,26.35,ug/mL,.,.,IV,.,.,5,45,.,59
Bauer 1999 Fig 4,.,Venous Blood,Plasma,NHP,.,8,Efalizumab,150000,315.12,hr,27.87,ug/mL,.,.,IV,.,.,5,45,.,59
Bauer 1999 Fig 4,.,Venous Blood,Plasma,NHP,.,8,Efalizumab,150000,311.28,hr,26.72,ug/mL,.,.,IV,.,.,5,45,.,59
Bauer 1999 Fig 4,.,Venous Blood,Plasma,NHP,.,8,Efalizumab,150000,322.56,hr,22.58,ug/mL,.,.,IV,.,.,5,45,.,59
Bauer 1999 Fig 4,.,Venous Blood,Plasma,NHP,.,8,Efalizumab,150000,648.72,hr,13.24,ug/mL,.,.,IV,.,.,5,45,.,59
Bauer 1999 Fig 4,.,Venous Blood,Plasma,NHP,.,8,Efalizumab,150000,648.72,hr,10.88,ug/mL,.,.,IV,.,.,5,45,.,59
Bauer 1999 Fig 4,.,Venous Blood,Plasma,NHP,.,8,Efalizumab,150000,818.4,hr,7.04,ug/mL,.,.,IV,.,.,5,45,.,59
Bauer 1999 Fig 4,.,Venous Blood,Plasma,NHP,.,8,Efalizumab,150000,820.08,hr,3.9,ug/mL,.,.,IV,.,.,5,45,.,59
Bauer 1999 Fig 4,.,Venous Blood,Plasma,NHP,.,8,Efalizumab,150000,988.08,hr,2.56,ug/mL,.,.,IV,.,.,5,45,.,59
Bauer 1999 Fig 4,.,Venous Blood,Plasma,NHP,.,8,Efalizumab,150000,988.08,hr,1.85,ug/mL,.,.,IV,.,.,5,45,.,59
Bauer 1999 Fig 4,.,Venous Blood,Plasma,NHP,.,8,Efalizumab,150000,1153.92,hr,0.79,ug/mL,.,.,IV,.,.,5,45,.,59
Bauer 1999 Fig 4,.,Venous Blood,Plasma,NHP,.,8,Efalizumab,150000,1153.92,hr,0.44,ug/mL,.,.,IV,.,.,5,45,.,59
Seth 2025 Fig 7a,.,Venous Blood,Plasma,NHP,.,0.2,Nipocalimab,142000,0.66,hr,0.02,ug/mL,.,.,IV,.,.,5,45,.,42
Seth 2025 Fig 7a,.,Venous Blood,Plasma,NHP,.,0.2,Nipocalimab,142000,7.47,hr,0.02,ug/mL,.,.,IV,.,.,5,45,.,42
Seth 2025 Fig 7a,.,Venous Blood,Plasma,NHP,.,0.2,Nipocalimab,142000,24.14,hr,0.02,ug/mL,.,.,IV,.,.,5,45,.,42
Seth 2025 Fig 7a,.,Venous Blood,Plasma,NHP,.,0.2,Nipocalimab,142000,47.96,hr,0.02,ug/mL,.,.,IV,.,.,5,45,.,42
Seth 2025 Fig 7a,.,Venous Blood,Plasma,NHP,.,0.2,Nipocalimab,142000,95.6,hr,0.02,ug/mL,.,.,IV,.,.,5,45,.,42
Seth 2025 Fig 7a,.,Venous Blood,Plasma,NHP,.,0.2,Nipocalimab,142000,144.26,hr,0.02,ug/mL,.,.,IV,.,.,5,45,.,42
Seth 2025 Fig 7a,.,Venous Blood,Plasma,NHP,.,0.2,Nipocalimab,142000,191.9,hr,0.03,ug/mL,.,.,IV,.,.,5,45,.,42
Seth 2025 Fig 7a,.,Venous Blood,Plasma,NHP,.,0.2,Nipocalimab,142000,288.2,hr,0.02,ug/mL,.,.,IV,.,.,5,45,.,42
Seth 2025 Fig 7a,.,Venous Blood,Plasma,NHP,.,0.2,Nipocalimab,142000,360,hr,0.02,ug/mL,.,.,IV,.,.,5,45,.,42
Seth 2025 Fig 7a,.,Venous Blood,Plasma,NHP,.,2,Nipocalimab,142000,0.66,hr,35.65,ug/mL,.,.,IV,.,.,5,45,.,43
Seth 2025 Fig 7a,.,Venous Blood,Plasma,NHP,.,2,Nipocalimab,142000,7.81,hr,20.38,ug/mL,.,.,IV,.,.,5,45,.,43
Seth 2025 Fig 7a,.,Venous Blood,Plasma,NHP,.,2,Nipocalimab,142000,23.8,hr,0.74,ug/mL,.,.,IV,.,.,5,45,.,43
Seth 2025 Fig 7a,.,Venous Blood,Plasma,NHP,.,2,Nipocalimab,142000,47.96,hr,0.02,ug/mL,.,.,IV,.,.,5,45,.,43
Seth 2025 Fig 7a,.,Venous Blood,Plasma,NHP,.,2,Nipocalimab,142000,95.6,hr,0.02,ug/mL,.,.,IV,.,.,5,45,.,43
Seth 2025 Fig 7a,.,Venous Blood,Plasma,NHP,.,2,Nipocalimab,142000,143.92,hr,0.02,ug/mL,.,.,IV,.,.,5,45,.,43
Seth 2025 Fig 7a,.,Venous Blood,Plasma,NHP,.,2,Nipocalimab,142000,191.9,hr,0.02,ug/mL,.,.,IV,.,.,5,45,.,43
Seth 2025 Fig 7a,.,Venous Blood,Plasma,NHP,.,2,Nipocalimab,142000,287.86,hr,0.03,ug/mL,.,.,IV,.,.,5,45,.,43
Seth 2025 Fig 7a,.,Venous Blood,Plasma,NHP,.,2,Nipocalimab,142000,360.34,hr,0.03,ug/mL,.,.,IV,.,.,5,45,.,43
Seth 2025 Fig 7a,.,Venous Blood,Plasma,NHP,.,20,Nipocalimab,142000,0.66,hr,451.66,ug/mL,.,.,IV,.,.,5,45,.,44
Seth 2025 Fig 7a,.,Venous Blood,Plasma,NHP,.,20,Nipocalimab,142000,7.81,hr,320.23,ug/mL,.,.,IV,.,.,5,45,.,44
Seth 2025 Fig 7a,.,Venous Blood,Plasma,NHP,.,20,Nipocalimab,142000,23.8,hr,217.6,ug/mL,.,.,IV,.,.,5,45,.,44
Seth 2025 Fig 7a,.,Venous Blood,Plasma,NHP,.,20,Nipocalimab,142000,47.96,hr,104.84,ug/mL,.,.,IV,.,.,5,45,.,44
Seth 2025 Fig 7a,.,Venous Blood,Plasma,NHP,.,20,Nipocalimab,142000,95.94,hr,15.16,ug/mL,.,.,IV,.,.,5,45,.,44
Seth 2025 Fig 7a,.,Venous Blood,Plasma,NHP,.,20,Nipocalimab,142000,143.58,hr,0.02,ug/mL,.,.,IV,.,.,5,45,.,44
Seth 2025 Fig 7a,.,Venous Blood,Plasma,NHP,.,20,Nipocalimab,142000,192.58,hr,0.02,ug/mL,.,.,IV,.,.,5,45,.,44
Seth 2025 Fig 7a,.,Venous Blood,Plasma,NHP,.,20,Nipocalimab,142000,287.86,hr,0.02,ug/mL,.,.,IV,.,.,5,45,.,44
Seth 2025 Fig 7a,.,Venous Blood,Plasma,NHP,.,20,Nipocalimab,142000,360.34,hr,0.03,ug/mL,.,.,IV,.,.,5,45,.,44
Seth 2025 Fig 7a,.,Venous Blood,Plasma,NHP,.,50,Nipocalimab,142000,1,hr,1023.19,ug/mL,.,.,IV,.,.,5,45,.,45
Seth 2025 Fig 7a,.,Venous Blood,Plasma,NHP,.,50,Nipocalimab,142000,7.81,hr,773.82,ug/mL,.,.,IV,.,.,5,45,.,45
Seth 2025 Fig 7a,.,Venous Blood,Plasma,NHP,.,50,Nipocalimab,142000,24.14,hr,525.82,ug/mL,.,.,IV,.,.,5,45,.,45
Seth 2025 Fig 7a,.,Venous Blood,Plasma,NHP,.,50,Nipocalimab,142000,48.3,hr,321.01,ug/mL,.,.,IV,.,.,5,45,.,45
Seth 2025 Fig 7a,.,Venous Blood,Plasma,NHP,.,50,Nipocalimab,142000,96.28,hr,133.23,ug/mL,.,.,IV,.,.,5,45,.,45
Seth 2025 Fig 7a,.,Venous Blood,Plasma,NHP,.,50,Nipocalimab,142000,144.26,hr,28.38,ug/mL,.,.,IV,.,.,5,45,.,45
Seth 2025 Fig 7a,.,Venous Blood,Plasma,NHP,.,50,Nipocalimab,142000,191.9,hr,0.04,ug/mL,.,.,IV,.,.,5,45,.,45
Seth 2025 Fig 7a,.,Venous Blood,Plasma,NHP,.,50,Nipocalimab,142000,288.54,hr,0.03,ug/mL,.,.,IV,.,.,5,45,.,45
Seth 2025 Fig 7a,.,Venous Blood,Plasma,NHP,.,50,Nipocalimab,142000,360.68,hr,0.02,ug/mL,.,.,IV,.,.,5,45,.,45
Seth 2025 Fig 7a,.,Venous Blood,Plasma,NHP,.,100,Nipocalimab,142000,0.66,hr,1909.75,ug/mL,.,.,IV,.,.,5,45,.,46
Seth 2025 Fig 7a,.,Venous Blood,Plasma,NHP,.,100,Nipocalimab,142000,7.47,hr,1383.46,ug/mL,.,.,IV,.,.,5,45,.,46
Seth 2025 Fig 7a,.,Venous Blood,Plasma,NHP,.,100,Nipocalimab,142000,24.14,hr,960.55,ug/mL,.,.,IV,.,.,5,45,.,46
Seth 2025 Fig 7a,.,Venous Blood,Plasma,NHP,.,100,Nipocalimab,142000,47.96,hr,625.5,ug/mL,.,.,IV,.,.,5,45,.,46
Seth 2025 Fig 7a,.,Venous Blood,Plasma,NHP,.,100,Nipocalimab,142000,95.6,hr,308.36,ug/mL,.,.,IV,.,.,5,45,.,46
Seth 2025 Fig 7a,.,Venous Blood,Plasma,NHP,.,100,Nipocalimab,142000,144.26,hr,169.29,ug/mL,.,.,IV,.,.,5,45,.,46
Seth 2025 Fig 7a,.,Venous Blood,Plasma,NHP,.,100,Nipocalimab,142000,191.9,hr,43.76,ug/mL,.,.,IV,.,.,5,45,.,46
Seth 2025 Fig 7a,.,Venous Blood,Plasma,NHP,.,100,Nipocalimab,142000,287.86,hr,0.03,ug/mL,.,.,IV,.,.,5,45,.,46
Seth 2025 Fig 7a,.,Venous Blood,Plasma,NHP,.,100,Nipocalimab,142000,360.34,hr,0.02,ug/mL,.,.,IV,.,.,5,45,.,46
Chen 2024 Fig 1,.,Venous Blood,Plasma,human,.,1,Nivolumab,146000,2.27,hr,24.68,ug/mL,.,.,IV 1hr Infusion,.,.,70,170,.,26
Chen 2024 Fig 1,.,Venous Blood,Plasma,human,.,1,Nivolumab,146000,8.43,hr,22.29,ug/mL,.,.,IV 1hr Infusion,.,.,70,170,.,26
Chen 2024 Fig 1,.,Venous Blood,Plasma,human,.,1,Nivolumab,146000,24.82,hr,20.18,ug/mL,.,.,IV 1hr Infusion,.,.,70,170,.,26
Chen 2024 Fig 1,.,Venous Blood,Plasma,human,.,1,Nivolumab,146000,48.61,hr,15.41,ug/mL,.,.,IV 1hr Infusion,.,.,70,170,.,26
Chen 2024 Fig 1,.,Venous Blood,Plasma,human,.,1,Nivolumab,146000,73.62,hr,12.82,ug/mL,.,.,IV 1hr Infusion,.,.,70,170,.,26
Chen 2024 Fig 1,.,Venous Blood,Plasma,human,.,1,Nivolumab,146000,169.94,hr,10.82,ug/mL,.,.,IV 1hr Infusion,.,.,70,170,.,26
Chen 2024 Fig 1,.,Venous Blood,Plasma,human,.,1,Nivolumab,146000,336.76,hr,8.95,ug/mL,.,.,IV 1hr Infusion,.,.,70,170,.,26
Chen 2024 Fig 1,.,Venous Blood,Plasma,human,.,3,Nivolumab,146000,3.45,hr,56.2,ug/mL,.,.,IV 1hr Infusion,.,.,70,170,.,27
Chen 2024 Fig 1,.,Venous Blood,Plasma,human,.,3,Nivolumab,146000,8.79,hr,49.05,ug/mL,.,.,IV 1hr Infusion,.,.,70,170,.,27
Chen 2024 Fig 1,.,Venous Blood,Plasma,human,.,3,Nivolumab,146000,23.96,hr,43.63,ug/mL,.,.,IV 1hr Infusion,.,.,70,170,.,27
Chen 2024 Fig 1,.,Venous Blood,Plasma,human,.,3,Nivolumab,146000,48.15,hr,36.3,ug/mL,.,.,IV 1hr Infusion,.,.,70,170,.,27
Chen 2024 Fig 1,.,Venous Blood,Plasma,human,.,3,Nivolumab,146000,72.75,hr,32.36,ug/mL,.,.,IV 1hr Infusion,.,.,70,170,.,27
Chen 2024 Fig 1,.,Venous Blood,Plasma,human,.,3,Nivolumab,146000,168.25,hr,28.74,ug/mL,.,.,IV 1hr Infusion,.,.,70,170,.,27
Chen 2024 Fig 1,.,Venous Blood,Plasma,human,.,3,Nivolumab,146000,337.12,hr,20.03,ug/mL,.,.,IV 1hr Infusion,.,.,70,170,.,27
Chen 2024 Fig 1,.,Venous Blood,Plasma,human,.,4,Nivolumab,146000,1.39,hr,72.64,ug/mL,.,.,IV 1hr Infusion,.,.,70,170,.,28
Chen 2024 Fig 1,.,Venous Blood,Plasma,human,.,4,Nivolumab,146000,7.13,hr,70.27,ug/mL,.,.,IV 1hr Infusion,.,.,70,170,.,28
Chen 2024 Fig 1,.,Venous Blood,Plasma,human,.,4,Nivolumab,146000,23.94,hr,59.4,ug/mL,.,.,IV 1hr Infusion,.,.,70,170,.,28
Chen 2024 Fig 1,.,Venous Blood,Plasma,human,.,4,Nivolumab,146000,47.31,hr,52.03,ug/mL,.,.,IV 1hr Infusion,.,.,70,170,.,28
Chen 2024 Fig 1,.,Venous Blood,Plasma,human,.,4,Nivolumab,146000,96.09,hr,42.76,ug/mL,.,.,IV 1hr Infusion,.,.,70,170,.,28
Chen 2024 Fig 1,.,Venous Blood,Plasma,human,.,4,Nivolumab,146000,168.65,hr,34.71,ug/mL,.,.,IV 1hr Infusion,.,.,70,170,.,28
Chen 2024 Fig 1,.,Venous Blood,Plasma,human,.,4,Nivolumab,146000,335.88,hr,24.18,ug/mL,.,.,IV 1hr Infusion,.,.,70,170,.,28
Chen 2024 Fig 1,.,Venous Blood,Plasma,human,.,6,Nivolumab,146000,2.59,hr,113.46,ug/mL,.,.,IV 1hr Infusion,.,.,70,170,.,29
Chen 2024 Fig 1,.,Venous Blood,Plasma,human,.,6,Nivolumab,146000,6.7,hr,102.45,ug/mL,.,.,IV 1hr Infusion,.,.,70,170,.,29
Chen 2024 Fig 1,.,Venous Blood,Plasma,human,.,6,Nivolumab,146000,23.51,hr,83.68,ug/mL,.,.,IV 1hr Infusion,.,.,70,170,.,29
Chen 2024 Fig 1,.,Venous Blood,Plasma,human,.,6,Nivolumab,146000,46.47,hr,74.55,ug/mL,.,.,IV 1hr Infusion,.,.,70,170,.,29
Chen 2024 Fig 1,.,Venous Blood,Plasma,human,.,6,Nivolumab,146000,96.07,hr,61.29,ug/mL,.,.,IV 1hr Infusion,.,.,70,170,.,29
Chen 2024 Fig 1,.,Venous Blood,Plasma,human,.,6,Nivolumab,146000,168.62,hr,51.48,ug/mL,.,.,IV 1hr Infusion,.,.,70,170,.,29
Chen 2024 Fig 1,.,Venous Blood,Plasma,human,.,6,Nivolumab,146000,335.45,hr,36.48,ug/mL,.,.,IV 1hr Infusion,.,.,70,170,.,29
Chen 2024 Fig 1,.,Venous Blood,Plasma,human,.,10,Nivolumab,146000,2.56,hr,180.23,ug/mL,.,.,IV 1hr Infusion,.,.,70,170,.,30
Chen 2024 Fig 1,.,Venous Blood,Plasma,human,.,10,Nivolumab,146000,9.94,hr,168.53,ug/mL,.,.,IV 1hr Infusion,.,.,70,170,.,30
Chen 2024 Fig 1,.,Venous Blood,Plasma,human,.,10,Nivolumab,146000,25.11,hr,152.52,ug/mL,.,.,IV 1hr Infusion,.,.,70,170,.,30
Chen 2024 Fig 1,.,Venous Blood,Plasma,human,.,10,Nivolumab,146000,48.07,hr,131.3,ug/mL,.,.,IV 1hr Infusion,.,.,70,170,.,30
Chen 2024 Fig 1,.,Venous Blood,Plasma,human,.,10,Nivolumab,146000,72.67,hr,117.02,ug/mL,.,.,IV 1hr Infusion,.,.,70,170,.,30
Chen 2024 Fig 1,.,Venous Blood,Plasma,human,.,10,Nivolumab,146000,169.41,hr,93.81,ug/mL,.,.,IV 1hr Infusion,.,.,70,170,.,30
Chen 2024 Fig 1,.,Venous Blood,Plasma,human,.,10,Nivolumab,146000,336.64,hr,69.99,ug/mL,.,.,IV 1hr Infusion,.,.,70,170,.,30
Chen 2024 Fig 1,.,Venous Blood,Plasma,human,.,20,Nivolumab,146000,8.29,hr,203.44,ug/mL,.,.,IV 1hr Infusion,.,.,70,170,.,31
Chen 2024 Fig 1,.,Venous Blood,Plasma,human,.,20,Nivolumab,146000,24.28,hr,193.85,ug/mL,.,.,IV 1hr Infusion,.,.,70,170,.,31
Chen 2024 Fig 1,.,Venous Blood,Plasma,human,.,20,Nivolumab,146000,47.65,hr,175.7,ug/mL,.,.,IV 1hr Infusion,.,.,70,170,.,31
Chen 2024 Fig 1,.,Venous Blood,Plasma,human,.,20,Nivolumab,146000,72.25,hr,151.31,ug/mL,.,.,IV 1hr Infusion,.,.,70,170,.,31
Chen 2024 Fig 1,.,Venous Blood,Plasma,human,.,20,Nivolumab,146000,168.57,hr,127.7,ug/mL,.,.,IV 1hr Infusion,.,.,70,170,.,31
Chen 2024 Fig 1,.,Venous Blood,Plasma,human,.,20,Nivolumab,146000,335.78,hr,129.71,ug/mL,.,.,IV 1hr Infusion,.,.,70,170,.,31
Chen 2024 Supp Fig 1,.,Venous Blood,Plasma,NHP,.,10,Nivolumab,146000,0,hr,523,ug/mL,.,.,IV Bolus,.,.,5,45,.,25
Chen 2024 Supp Fig 1,.,Venous Blood,Plasma,NHP,.,10,Nivolumab,146000,1.92,hr,480.78,ug/mL,.,.,IV Bolus,.,.,5,45,.,25
