#Project: Undefined,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#PK-Sim version: 12.2.112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IndividualId,Gender,Population,Population Name,Organism|Weight [kg],Organism|Ontogeny factor (alpha1-acid glycoprotein) table,Organism|Ontogeny factor (albumin) table,Organism|Hematocrit,Organism|Ontogeny factor (albumin),Organism|Ontogeny factor (alpha1-acid glycoprotein),Organism|VenousBlood|Volume [l],Organism|ArterialBlood|Volume [l],Organism|Bone|Specific blood flow rate [l/min/kg organ],Organism|Bone|Volume [l],Organism|Brain|Volume [l],Organism|Brain|Specific blood flow rate [l/min/kg organ],Organism|Fat|Volume [l],Organism|Fat|Vf (lipid),Organism|Fat|Vf (neutral lipid)-PT,Organism|Fat|Vf (phospholipid)-PT,Organism|Fat|Fraction interstitial,Organism|Fat|Vf (water),Organism|Fat|Vf (water)-PT,Organism|Fat|Vf (neutral lipid)-RR,Organism|Fat|Vf (neutral lipid)-WS,Organism|Fat|Vf (neutral phospholipid)-RR,"Organism|Fat|Vf (neutral phospholipid, plasma)-WS",Organism|Fat|Vf (extracellular water)-RR,Organism|Fat|Vf (intracellular water)-RR,Organism|Fat|Vf (water)-WS,Organism|Fat|Specific blood flow rate [l/min/kg organ],Organism|Gonads|Volume [l],Organism|Gonads|Specific blood flow rate [l/min/kg organ],Organism|Heart|Volume [l],Organism|Heart|Specific blood flow rate [l/min/kg organ],Organism|Kidney|Volume [l],Organism|Kidney|GFR (specific) [l/min/kg organ],Organism|Kidney|Specific blood flow rate [l/min/kg organ],Organism|Lumen|Effective surface area variability factor,Organism|Lumen|Stomach|Distal radius [dm],Organism|Lumen|Stomach|GET_alpha (Weibull function) variability factor,Organism|Lumen|Stomach|GET_beta (Weibull function) variability factor,Organism|Lumen|Stomach|Length [dm],Organism|Lumen|Stomach|Proximal radius [dm],Organism|Lumen|Stomach|Gastric emptying time [min],Organism|Lumen|Duodenum|Effective surface area enhancement factor,Organism|Lumen|UpperJejunum|Effective surface area enhancement factor,Organism|Lumen|LowerJejunum|Effective surface area enhancement factor,Organism|Lumen|UpperIleum|Effective surface area enhancement factor,Organism|Lumen|LowerIleum|Effective surface area enhancement factor,Organism|Lumen|Caecum|Effective surface area enhancement factor,Organism|Lumen|ColonAscendens|Effective surface area enhancement factor,Organism|Lumen|ColonTransversum|Effective surface area enhancement factor,Organism|Lumen|ColonDescendens|Effective surface area enhancement factor,Organism|Lumen|ColonSigmoid|Effective surface area enhancement factor,Organism|Lumen|Rectum|Effective surface area enhancement factor,Organism|Stomach|Volume [l],Organism|Stomach|Specific blood flow rate [l/min/kg organ],Organism|SmallIntestine|Small intestinal transit time [min],Organism|SmallIntestine|Volume [l],Organism|SmallIntestine|Specific blood flow rate [l/min/kg organ],Organism|LargeIntestine|Large intestinal transit time [min],Organism|LargeIntestine|Volume [l],Organism|LargeIntestine|Specific blood flow rate [l/min/kg organ],Organism|Liver|Volume [l],Organism|Liver|Specific blood flow rate [l/min/kg organ],Organism|Lung|Volume [l],Organism|Lung|Fraction vascular,Organism|Muscle|Volume [l],Organism|Muscle|Vf (lipid),Organism|Muscle|Vf (neutral lipid)-PT,Organism|Muscle|Vf (phospholipid)-PT,Organism|Muscle|Vf (protein),Organism|Muscle|Vf (water),Organism|Muscle|Vf (water)-PT,Organism|Muscle|Fraction interstitial,Organism|Muscle|Vf (neutral lipid)-RR,Organism|Muscle|Vf (neutral lipid)-WS,Organism|Muscle|Vf (neutral phospholipid)-RR,"Organism|Muscle|Vf (neutral phospholipid, plasma)-WS",Organism|Muscle|Vf (extracellular water)-RR,Organism|Muscle|Vf (protein)-WS,Organism|Muscle|Vf (intracellular water)-RR,Organism|Muscle|Vf (water)-WS,Organism|Muscle|Specific blood flow rate [l/min/kg organ],Organism|Pancreas|Volume [l],Organism|Pancreas|Specific blood flow rate [l/min/kg organ],Organism|PortalVein|Volume [l],Organism|Skin|Volume [l],Organism|Skin|Specific blood flow rate [l/min/kg organ],Organism|Spleen|Volume [l],Organism|Spleen|Specific blood flow rate [l/min/kg organ]
22,UNKNOWN,Rat,Rat,0.29979147,1,1,0.45,1,1,0.008898054,0.003868719,0.160337532,0.020795362,0.002237476,0.784313529,0.013161622,0.8,0.853,0.002,0.135,0.15,0.12,0.853,0.92,0.0016,0.002024,0.135,0.009,0.03,0.04,0.003290405,0.192,0.00105293,4.89583375,0.003027173,0.57,4.014492609,1,0.06,1,1,0.27,0.06,30,13.8601,10.6762,8.3126,8.1123,11.2215,1.4691,1.6976,1.9235,1.9498,1.9498,2.1221,0.001447778,1.030302727,268,0.006580811,0.5,810,0.002865285,2.296738631,0.01355647,0.194174757,0.001316162,0.626,0.160571785,0.013,0.01,0.009,0.177,0.811,0.756,0.12,0.01,0.0049,0.0072,0.0042,0.118,0.19,0.608,0.76,0.06147541,0.001711011,0.397436154,0.001974243,0.052646487,0.145833325,0.000789697,1.055555
23,UNKNOWN,Rat,Rat,0.273907263,1,1,0.45,1,1,0.00812979,0.003534691,0.160337532,0.018999876,0.00204429,0.784313529,0.012025238,0.8,0.853,0.002,0.135,0.15,0.12,0.853,0.92,0.0016,0.002024,0.135,0.009,0.03,0.04,0.003006309,0.192,0.000962019,4.89583375,0.002765805,0.57,4.014492609,1,0.06,1,1,0.27,0.06,30,13.8601,10.6762,8.3126,8.1123,11.2215,1.4691,1.6976,1.9235,1.9498,1.9498,2.1221,0.001322776,1.030302727,268,0.006012619,0.5,810,0.002617894,2.296738631,0.012385995,0.194174757,0.001202524,0.626,0.146707903,0.013,0.01,0.009,0.177,0.811,0.756,0.12,0.01,0.0049,0.0072,0.0042,0.118,0.19,0.608,0.76,0.06147541,0.001563281,0.397436154,0.001803786,0.048100952,0.145833325,0.000721514,1.055555
24,UNKNOWN,Rat,Rat,0.255354013,1,1,0.45,1,1,0.007579114,0.003295267,0.160337532,0.01771291,0.001905819,0.784313529,0.011210702,0.8,0.853,0.002,0.135,0.15,0.12,0.853,0.92,0.0016,0.002024,0.135,0.009,0.03,0.04,0.002802676,0.192,0.000896856,4.89583375,0.002578462,0.57,4.014492609,1,0.06,1,1,0.27,0.06,30,13.8601,10.6762,8.3126,8.1123,11.2215,1.4691,1.6976,1.9235,1.9498,1.9498,2.1221,0.001233177,1.030302727,268,0.005605351,0.5,810,0.00244057,2.296738631,0.011547023,0.194174757,0.00112107,0.626,0.136770568,0.013,0.01,0.009,0.177,0.811,0.756,0.12,0.01,0.0049,0.0072,0.0042,0.118,0.19,0.608,0.76,0.06147541,0.001457391,0.397436154,0.001681605,0.044842809,0.145833325,0.000672642,1.055555
25,UNKNOWN,Rat,Rat,0.257368642,1,1,0.45,1,1,0.00763891,0.003321265,0.160337532,0.017852657,0.001920855,0.784313529,0.01129915,0.8,0.853,0.002,0.135,0.15,0.12,0.853,0.92,0.0016,0.002024,0.135,0.009,0.03,0.04,0.002824787,0.192,0.000903932,4.89583375,0.002598804,0.57,4.014492609,1,0.06,1,1,0.27,0.06,30,13.8601,10.6762,8.3126,8.1123,11.2215,1.4691,1.6976,1.9235,1.9498,1.9498,2.1221,0.001242906,1.030302727,268,0.005649575,0.5,810,0.002459825,2.296738631,0.011638124,0.194174757,0.001129915,0.626,0.137849626,0.013,0.01,0.009,0.177,0.811,0.756,0.12,0.01,0.0049,0.0072,0.0042,0.118,0.19,0.608,0.76,0.06147541,0.001468889,0.397436154,0.001694872,0.045196599,0.145833325,0.000677949,1.055555
26,UNKNOWN,Rat,Rat,0.225269095,1,1,0.45,1,1,0.006686169,0.00290703,0.160337532,0.015626036,0.001681282,0.784313529,0.009889896,0.8,0.853,0.002,0.135,0.15,0.12,0.853,0.92,0.0016,0.002024,0.135,0.009,0.03,0.04,0.002472474,0.192,0.000791192,4.89583375,0.002274676,0.57,4.014492609,1,0.06,1,1,0.27,0.06,30,13.8601,10.6762,8.3126,8.1123,11.2215,1.4691,1.6976,1.9235,1.9498,1.9498,2.1221,0.001087889,1.030302727,268,0.004944948,0.5,810,0.00215303,2.296738631,0.010186593,0.194174757,0.00098899,0.626,0.120656737,0.013,0.01,0.009,0.177,0.811,0.756,0.12,0.01,0.0049,0.0072,0.0042,0.118,0.19,0.608,0.76,0.06147541,0.001285687,0.397436154,0.001483484,0.039559586,0.145833325,0.000593394,1.055555
27,UNKNOWN,Rat,Rat,0.259333674,1,1,0.45,1,1,0.007697234,0.003346623,0.160337532,0.017988963,0.001935521,0.784313529,0.01138542,0.8,0.853,0.002,0.135,0.15,0.12,0.853,0.92,0.0016,0.002024,0.135,0.009,0.03,0.04,0.002846355,0.192,0.000910834,4.89583375,0.002618647,0.57,4.014492609,1,0.06,1,1,0.27,0.06,30,13.8601,10.6762,8.3126,8.1123,11.2215,1.4691,1.6976,1.9235,1.9498,1.9498,2.1221,0.001252396,1.030302727,268,0.00569271,0.5,810,0.002478606,2.296738631,0.011726982,0.194174757,0.001138542,0.626,0.13890212,0.013,0.01,0.009,0.177,0.811,0.756,0.12,0.01,0.0049,0.0072,0.0042,0.118,0.19,0.608,0.76,0.06147541,0.001480105,0.397436154,0.001707813,0.045541679,0.145833325,0.000683125,1.055555
28,UNKNOWN,Rat,Rat,0.22580443,1,1,0.45,1,1,0.006702059,0.002913939,0.160337532,0.015663171,0.001685278,0.784313529,0.009913399,0.8,0.853,0.002,0.135,0.15,0.12,0.853,0.92,0.0016,0.002024,0.135,0.009,0.03,0.04,0.00247835,0.192,0.000793072,4.89583375,0.002280082,0.57,4.014492609,1,0.06,1,1,0.27,0.06,30,13.8601,10.6762,8.3126,8.1123,11.2215,1.4691,1.6976,1.9235,1.9498,1.9498,2.1221,0.001090474,1.030302727,268,0.0049567,0.5,810,0.002158147,2.296738631,0.010210801,0.194174757,0.00099134,0.626,0.120943468,0.013,0.01,0.009,0.177,0.811,0.756,0.12,0.01,0.0049,0.0072,0.0042,0.118,0.19,0.608,0.76,0.06147541,0.001288742,0.397436154,0.00148701,0.039653596,0.145833325,0.000594804,1.055555
29,UNKNOWN,Rat,Rat,0.241142873,1,1,0.45,1,1,0.007157316,0.003111877,0.160337532,0.016727138,0.001799755,0.784313529,0.010586796,0.8,0.853,0.002,0.135,0.15,0.12,0.853,0.92,0.0016,0.002024,0.135,0.009,0.03,0.04,0.002646699,0.192,0.000846944,4.89583375,0.002434963,0.57,4.014492609,1,0.06,1,1,0.27,0.06,30,13.8601,10.6762,8.3126,8.1123,11.2215,1.4691,1.6976,1.9235,1.9498,1.9498,2.1221,0.001164548,1.030302727,268,0.005293398,0.5,810,0.002304746,2.296738631,0.0109044,0.194174757,0.00105868,0.626,0.129158916,0.013,0.01,0.009,0.177,0.811,0.756,0.12,0.01,0.0049,0.0072,0.0042,0.118,0.19,0.608,0.76,0.06147541,0.001376284,0.397436154,0.001588019,0.042347186,0.145833325,0.000635208,1.055555
30,UNKNOWN,Rat,Rat,0.220764318,1,1,0.45,1,1,0.006552464,0.002848897,0.160337532,0.015313558,0.001647661,0.784313529,0.009692125,0.8,0.853,0.002,0.135,0.15,0.12,0.853,0.92,0.0016,0.002024,0.135,0.009,0.03,0.04,0.002423031,0.192,0.00077537,4.89583375,0.002229189,0.57,4.014492609,1,0.06,1,1,0.27,0.06,30,13.8601,10.6762,8.3126,8.1123,11.2215,1.4691,1.6976,1.9235,1.9498,1.9498,2.1221,0.001066134,1.030302727,268,0.004846063,0.5,810,0.002109976,2.296738631,0.009982889,0.194174757,0.000969213,0.626,0.118243926,0.013,0.01,0.009,0.177,0.811,0.756,0.12,0.01,0.0049,0.0072,0.0042,0.118,0.19,0.608,0.76,0.06147541,0.001259976,0.397436154,0.001453819,0.0387685,0.145833325,0.000581528,1.055555
31,UNKNOWN,Rat,Rat,0.212494724,1,1,0.45,1,1,0.006307016,0.002742181,0.160337532,0.014739928,0.001585942,0.784313529,0.009329069,0.8,0.853,0.002,0.135,0.15,0.12,0.853,0.92,0.0016,0.002024,0.135,0.009,0.03,0.04,0.002332267,0.192,0.000746325,4.89583375,0.002145686,0.57,4.014492609,1,0.06,1,1,0.27,0.06,30,13.8601,10.6762,8.3126,8.1123,11.2215,1.4691,1.6976,1.9235,1.9498,1.9498,2.1221,0.001026198,1.030302727,268,0.004664534,0.5,810,0.002030938,2.296738631,0.009608941,0.194174757,0.000932907,0.626,0.113814636,0.013,0.01,0.009,0.177,0.811,0.756,0.12,0.01,0.0049,0.0072,0.0042,0.118,0.19,0.608,0.76,0.06147541,0.001212779,0.397436154,0.00139936,0.037316274,0.145833325,0.000559744,1.055555
32,UNKNOWN,Rat,Rat,0.20985705,1,1,0.45,1,1,0.006228727,0.002708142,0.160337532,0.014556963,0.001566256,0.784313529,0.009213268,0.8,0.853,0.002,0.135,0.15,0.12,0.853,0.92,0.0016,0.002024,0.135,0.009,0.03,0.04,0.002303317,0.192,0.000737061,4.89583375,0.002119052,0.57,4.014492609,1,0.06,1,1,0.27,0.06,30,13.8601,10.6762,8.3126,8.1123,11.2215,1.4691,1.6976,1.9235,1.9498,1.9498,2.1221,0.001013459,1.030302727,268,0.004606634,0.5,810,0.002005728,2.296738631,0.009489666,0.194174757,0.000921327,0.626,0.112401867,0.013,0.01,0.009,0.177,0.811,0.756,0.12,0.01,0.0049,0.0072,0.0042,0.118,0.19,0.608,0.76,0.06147541,0.001197725,0.397436154,0.00138199,0.036853071,0.145833325,0.000552796,1.055555
33,UNKNOWN,Rat,Rat,0.22441653,1,1,0.45,1,1,0.006660865,0.002896028,0.160337532,0.015566897,0.001674919,0.784313529,0.009852467,0.8,0.853,0.002,0.135,0.15,0.12,0.853,0.92,0.0016,0.002024,0.135,0.009,0.03,0.04,0.002463117,0.192,0.000788197,4.89583375,0.002266067,0.57,4.014492609,1,0.06,1,1,0.27,0.06,30,13.8601,10.6762,8.3126,8.1123,11.2215,1.4691,1.6976,1.9235,1.9498,1.9498,2.1221,0.001083771,1.030302727,268,0.004926233,0.5,810,0.002144882,2.296738631,0.010148041,0.194174757,0.000985247,0.626,0.120200093,0.013,0.01,0.009,0.177,0.811,0.756,0.12,0.01,0.0049,0.0072,0.0042,0.118,0.19,0.608,0.76,0.06147541,0.001280821,0.397436154,0.00147787,0.039409867,0.145833325,0.000591148,1.055555
34,UNKNOWN,Rat,Rat,0.207433675,1,1,0.45,1,1,0.0061568,0.002676869,0.160337532,0.014388863,0.001548169,0.784313529,0.009106875,0.8,0.853,0.002,0.135,0.15,0.12,0.853,0.92,0.0016,0.002024,0.135,0.009,0.03,0.04,0.002276719,0.192,0.00072855,4.89583375,0.002094581,0.57,4.014492609,1,0.06,1,1,0.27,0.06,30,13.8601,10.6762,8.3126,8.1123,11.2215,1.4691,1.6976,1.9235,1.9498,1.9498,2.1221,0.001001756,1.030302727,268,0.004553438,0.5,810,0.001982567,2.296738631,0.009380082,0.194174757,0.000910688,0.626,0.111103879,0.013,0.01,0.009,0.177,0.811,0.756,0.12,0.01,0.0049,0.0072,0.0042,0.118,0.19,0.608,0.76,0.06147541,0.001183894,0.397436154,0.001366031,0.036427501,0.145833325,0.000546413,1.055555
35,UNKNOWN,Rat,Rat,0.212761568,1,1,0.45,1,1,0.006314936,0.002745624,0.160337532,0.014758438,0.001587933,0.784313529,0.009340784,0.8,0.853,0.002,0.135,0.15,0.12,0.853,0.92,0.0016,0.002024,0.135,0.009,0.03,0.04,0.002335196,0.192,0.000747263,4.89583375,0.00214838,0.57,4.014492609,1,0.06,1,1,0.27,0.06,30,13.8601,10.6762,8.3126,8.1123,11.2215,1.4691,1.6976,1.9235,1.9498,1.9498,2.1221,0.001027486,1.030302727,268,0.004670392,0.5,810,0.002033489,2.296738631,0.009621007,0.194174757,0.000934078,0.626,0.113957561,0.013,0.01,0.009,0.177,0.811,0.756,0.12,0.01,0.0049,0.0072,0.0042,0.118,0.19,0.608,0.76,0.06147541,0.001214302,0.397436154,0.001401118,0.037363135,0.145833325,0.000560447,1.055555
36,UNKNOWN,Rat,Rat,0.238495241,1,1,0.45,1,1,0.007078732,0.00307771,0.160337532,0.016543483,0.001779995,0.784313529,0.010470559,0.8,0.853,0.002,0.135,0.15,0.12,0.853,0.92,0.0016,0.002024,0.135,0.009,0.03,0.04,0.00261764,0.192,0.000837645,4.89583375,0.002408228,0.57,4.014492609,1,0.06,1,1,0.27,0.06,30,13.8601,10.6762,8.3126,8.1123,11.2215,1.4691,1.6976,1.9235,1.9498,1.9498,2.1221,0.001151761,1.030302727,268,0.005235279,0.5,810,0.002279441,2.296738631,0.010784675,0.194174757,0.001047056,0.626,0.127740814,0.013,0.01,0.009,0.177,0.811,0.756,0.12,0.01,0.0049,0.0072,0.0042,0.118,0.19,0.608,0.76,0.06147541,0.001361173,0.397436154,0.001570584,0.041882234,0.145833325,0.000628234,1.055555
37,UNKNOWN,Rat,Rat,0.218717775,1,1,0.45,1,1,0.006491721,0.002822487,0.160337532,0.015171597,0.001632387,0.784313529,0.009602277,0.8,0.853,0.002,0.135,0.15,0.12,0.853,0.92,0.0016,0.002024,0.135,0.009,0.03,0.04,0.002400569,0.192,0.000768182,4.89583375,0.002208524,0.57,4.014492609,1,0.06,1,1,0.27,0.06,30,13.8601,10.6762,8.3126,8.1123,11.2215,1.4691,1.6976,1.9235,1.9498,1.9498,2.1221,0.00105625,1.030302727,268,0.004801138,0.5,810,0.002090416,2.296738631,0.009890345,0.194174757,0.000960228,0.626,0.117147774,0.013,0.01,0.009,0.177,0.811,0.756,0.12,0.01,0.0049,0.0072,0.0042,0.118,0.19,0.608,0.76,0.06147541,0.001248296,0.397436154,0.001440341,0.038409106,0.145833325,0.000576137,1.055555
38,UNKNOWN,Rat,Rat,0.299786514,1,1,0.45,1,1,0.008897907,0.003868655,0.160337532,0.020795018,0.002237439,0.784313529,0.013161404,0.8,0.853,0.002,0.135,0.15,0.12,0.853,0.92,0.0016,0.002024,0.135,0.009,0.03,0.04,0.003290351,0.192,0.001052912,4.89583375,0.003027123,0.57,4.014492609,1,0.06,1,1,0.27,0.06,30,13.8601,10.6762,8.3126,8.1123,11.2215,1.4691,1.6976,1.9235,1.9498,1.9498,2.1221,0.001447754,1.030302727,268,0.006580702,0.5,810,0.002865238,2.296738631,0.013556246,0.194174757,0.00131614,0.626,0.16056913,0.013,0.01,0.009,0.177,0.811,0.756,0.12,0.01,0.0049,0.0072,0.0042,0.118,0.19,0.608,0.76,0.06147541,0.001710983,0.397436154,0.001974211,0.052645616,0.145833325,0.000789684,1.055555
39,UNKNOWN,Rat,Rat,0.247461658,1,1,0.45,1,1,0.007344863,0.003193419,0.160337532,0.017165448,0.001846915,0.784313529,0.010864207,0.8,0.853,0.002,0.135,0.15,0.12,0.853,0.92,0.0016,0.002024,0.135,0.009,0.03,0.04,0.002716052,0.192,0.000869137,4.89583375,0.002498768,0.57,4.014492609,1,0.06,1,1,0.27,0.06,30,13.8601,10.6762,8.3126,8.1123,11.2215,1.4691,1.6976,1.9235,1.9498,1.9498,2.1221,0.001195063,1.030302727,268,0.005432104,0.5,810,0.002365138,2.296738631,0.011190134,0.194174757,0.001086421,0.626,0.132543331,0.013,0.01,0.009,0.177,0.811,0.756,0.12,0.01,0.0049,0.0072,0.0042,0.118,0.19,0.608,0.76,0.06147541,0.001412347,0.397436154,0.001629631,0.04345683,0.145833325,0.000651852,1.055555
40,UNKNOWN,Rat,Rat,0.204060594,1,1,0.45,1,1,0.006056684,0.002633341,0.160337532,0.014154886,0.001522994,0.784313529,0.008958788,0.8,0.853,0.002,0.135,0.15,0.12,0.853,0.92,0.0016,0.002024,0.135,0.009,0.03,0.04,0.002239697,0.192,0.000716703,4.89583375,0.002060521,0.57,4.014492609,1,0.06,1,1,0.27,0.06,30,13.8601,10.6762,8.3126,8.1123,11.2215,1.4691,1.6976,1.9235,1.9498,1.9498,2.1221,0.000985467,1.030302727,268,0.004479394,0.5,810,0.001950328,2.296738631,0.009227552,0.194174757,0.000895879,0.626,0.109297218,0.013,0.01,0.009,0.177,0.811,0.756,0.12,0.01,0.0049,0.0072,0.0042,0.118,0.19,0.608,0.76,0.06147541,0.001164642,0.397436154,0.001343818,0.035835154,0.145833325,0.000537527,1.055555
41,UNKNOWN,Rat,Rat,0.241002825,1,1,0.45,1,1,0.007153159,0.003110069,0.160337532,0.016717424,0.00179871,0.784313529,0.010580648,0.8,0.853,0.002,0.135,0.15,0.12,0.853,0.92,0.0016,0.002024,0.135,0.009,0.03,0.04,0.002645162,0.192,0.000846452,4.89583375,0.002433549,0.57,4.014492609,1,0.06,1,1,0.27,0.06,30,13.8601,10.6762,8.3126,8.1123,11.2215,1.4691,1.6976,1.9235,1.9498,1.9498,2.1221,0.001163871,1.030302727,268,0.005290324,0.5,810,0.002303407,2.296738631,0.010898067,0.194174757,0.001058065,0.626,0.129083905,0.013,0.01,0.009,0.177,0.811,0.756,0.12,0.01,0.0049,0.0072,0.0042,0.118,0.19,0.608,0.76,0.06147541,0.001375484,0.397436154,0.001587097,0.042322592,0.145833325,0.000634839,1.055555
42,UNKNOWN,Rat,Rat,0.261637721,1,1,0.45,1,1,0.00776562,0.003376356,0.160337532,0.018148786,0.001952717,0.784313529,0.011486573,0.8,0.853,0.002,0.135,0.15,0.12,0.853,0.92,0.0016,0.002024,0.135,0.009,0.03,0.04,0.002871643,0.192,0.000918926,4.89583375,0.002641912,0.57,4.014492609,1,0.06,1,1,0.27,0.06,30,13.8601,10.6762,8.3126,8.1123,11.2215,1.4691,1.6976,1.9235,1.9498,1.9498,2.1221,0.001263523,1.030302727,268,0.005743287,0.5,810,0.002500627,2.296738631,0.011831171,0.194174757,0.001148657,0.626,0.140136194,0.013,0.01,0.009,0.177,0.811,0.756,0.12,0.01,0.0049,0.0072,0.0042,0.118,0.19,0.608,0.76,0.06147541,0.001493255,0.397436154,0.001722986,0.045946293,0.145833325,0.000689194,1.055555
43,UNKNOWN,Rat,Rat,0.272664486,1,1,0.45,1,1,0.008092903,0.003518654,0.160337532,0.018913669,0.002035015,0.784313529,0.011970677,0.8,0.853,0.002,0.135,0.15,0.12,0.853,0.92,0.0016,0.002024,0.135,0.009,0.03,0.04,0.002992669,0.192,0.000957654,4.89583375,0.002753256,0.57,4.014492609,1,0.06,1,1,0.27,0.06,30,13.8601,10.6762,8.3126,8.1123,11.2215,1.4691,1.6976,1.9235,1.9498,1.9498,2.1221,0.001316774,1.030302727,268,0.005985338,0.5,810,0.002606016,2.296738631,0.012329797,0.194174757,0.001197068,0.626,0.146042258,0.013,0.01,0.009,0.177,0.811,0.756,0.12,0.01,0.0049,0.0072,0.0042,0.118,0.19,0.608,0.76,0.06147541,0.001556188,0.397436154,0.001795602,0.047882707,0.145833325,0.000718241,1.055555
44,UNKNOWN,Rat,Rat,0.293290123,1,1,0.45,1,1,0.008705089,0.003784821,0.160337532,0.020344389,0.002188953,0.784313529,0.012876196,0.8,0.853,0.002,0.135,0.15,0.12,0.853,0.92,0.0016,0.002024,0.135,0.009,0.03,0.04,0.003219049,0.192,0.001030096,4.89583375,0.002961525,0.57,4.014492609,1,0.06,1,1,0.27,0.06,30,13.8601,10.6762,8.3126,8.1123,11.2215,1.4691,1.6976,1.9235,1.9498,1.9498,2.1221,0.001416382,1.030302727,268,0.006438098,0.5,810,0.002803148,2.296738631,0.013262482,0.194174757,0.00128762,0.626,0.157089588,0.013,0.01,0.009,0.177,0.811,0.756,0.12,0.01,0.0049,0.0072,0.0042,0.118,0.19,0.608,0.76,0.06147541,0.001673905,0.397436154,0.001931429,0.051504783,0.145833325,0.000772572,1.055555
45,UNKNOWN,Rat,Rat,0.238643292,1,1,0.45,1,1,0.007083126,0.00307962,0.160337532,0.016553752,0.0017811,0.784313529,0.010477058,0.8,0.853,0.002,0.135,0.15,0.12,0.853,0.92,0.0016,0.002024,0.135,0.009,0.03,0.04,0.002619265,0.192,0.000838165,4.89583375,0.002409723,0.57,4.014492609,1,0.06,1,1,0.27,0.06,30,13.8601,10.6762,8.3126,8.1123,11.2215,1.4691,1.6976,1.9235,1.9498,1.9498,2.1221,0.001152476,1.030302727,268,0.005238529,0.5,810,0.002280856,2.296738631,0.01079137,0.194174757,0.001047706,0.626,0.127820112,0.013,0.01,0.009,0.177,0.811,0.756,0.12,0.01,0.0049,0.0072,0.0042,0.118,0.19,0.608,0.76,0.06147541,0.001362018,0.397436154,0.001571559,0.041908233,0.145833325,0.000628624,1.055555
46,UNKNOWN,Rat,Rat,0.242598831,1,1,0.45,1,1,0.00720053,0.003130665,0.160337532,0.016828132,0.001810622,0.784313529,0.010650717,0.8,0.853,0.002,0.135,0.15,0.12,0.853,0.92,0.0016,0.002024,0.135,0.009,0.03,0.04,0.002662679,0.192,0.000852057,4.89583375,0.002449665,0.57,4.014492609,1,0.06,1,1,0.27,0.06,30,13.8601,10.6762,8.3126,8.1123,11.2215,1.4691,1.6976,1.9235,1.9498,1.9498,2.1221,0.001171579,1.030302727,268,0.005325358,0.5,810,0.002318661,2.296738631,0.010970238,0.194174757,0.001065072,0.626,0.129938744,0.013,0.01,0.009,0.177,0.811,0.756,0.12,0.01,0.0049,0.0072,0.0042,0.118,0.19,0.608,0.76,0.06147541,0.001384593,0.397436154,0.001597608,0.042602867,0.145833325,0.000639043,1.055555
47,UNKNOWN,Rat,Rat,0.290644335,1,1,0.45,1,1,0.008626559,0.003750678,0.160337532,0.020160861,0.002169207,0.784313529,0.012760039,0.8,0.853,0.002,0.135,0.15,0.12,0.853,0.92,0.0016,0.002024,0.135,0.009,0.03,0.04,0.00319001,0.192,0.001020803,4.89583375,0.002934809,0.57,4.014492609,1,0.06,1,1,0.27,0.06,30,13.8601,10.6762,8.3126,8.1123,11.2215,1.4691,1.6976,1.9235,1.9498,1.9498,2.1221,0.001403604,1.030302727,268,0.006380019,0.5,810,0.00277786,2.296738631,0.01314284,0.194174757,0.001276004,0.626,0.155672473,0.013,0.01,0.009,0.177,0.811,0.756,0.12,0.01,0.0049,0.0072,0.0042,0.118,0.19,0.608,0.76,0.06147541,0.001658805,0.397436154,0.001914006,0.051040155,0.145833325,0.000765602,1.055555
48,UNKNOWN,Rat,Rat,0.254702234,1,1,0.45,1,1,0.007559769,0.003286856,0.160337532,0.017667698,0.001900955,0.784313529,0.011182087,0.8,0.853,0.002,0.135,0.15,0.12,0.853,0.92,0.0016,0.002024,0.135,0.009,0.03,0.04,0.002795522,0.192,0.000894567,4.89583375,0.00257188,0.57,4.014492609,1,0.06,1,1,0.27,0.06,30,13.8601,10.6762,8.3126,8.1123,11.2215,1.4691,1.6976,1.9235,1.9498,1.9498,2.1221,0.00123003,1.030302727,268,0.005591044,0.5,810,0.00243434,2.296738631,0.01151755,0.194174757,0.001118209,0.626,0.136421467,0.013,0.01,0.009,0.177,0.811,0.756,0.12,0.01,0.0049,0.0072,0.0042,0.118,0.19,0.608,0.76,0.06147541,0.001453671,0.397436154,0.001677313,0.04472835,0.145833325,0.000670925,1.055555
